0,0,209,209,209,209,209,209,209,209,209,0
0,1,757,757,757,757,757,757,757,757,757,757
0,2,1249,1249,1249,1249,1249,1249,1249,1249,1249,1249
0,3,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
0,4,2276,2292,2278,2283,2283,2283,2283,2283,2283,2283
0,5,2820,2744,2780,2741,2817,2826,2822,2771,2823,2790
0,6,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441
0,7,3649,3575,3641,3610,3703,3790,3743,3599,3696,3703
0,8,4212,4212,4212,4212,4212,4212,4212,4212,4212,4212
0,9,3998,3779,4076,3952,4181,4570,4335,4012,4197,4053
0,10,4994,4994,4994,4994,4994,4994,4994,4994,4994,4994
0,11,4283,4435,4170,4208,4368,4869,4484,4199,4291,4241
0,12,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747
0,13,4440,4440,4440,4440,4440,4440,4440,4440,4440,4440
