3,0,250,250,250,250,250,250,250,250,250,250
3,1,796,796,796,796,796,796,796,796,796,796
3,2,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316
3,3,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820
3,4,2330,2330,2330,2330,2330,2330,2330,2330,2330,2330
3,5,2861,2861,2861,2861,2861,2861,2861,2861,2861,2861
3,6,3438,3438,3438,3438,3438,3438,3438,3438,3438,3438
3,7,3208,2240,2942,2298,2824,2779,2752,2836,2766,2544
3,8,4482,4482,4482,4482,4482,4482,4482,4482,4482,4482
3,9,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130
3,10,5556,5556,5556,5556,5556,5556,5556,5556,5556,5556
3,11,5093,4791,4857,4693,4818,4541,4837,4798,4796,4848
3,12,5324,5324,5324,5324,5324,5324,5324,5324,5324,5324
3,13,5844,6119,6020,5658,5445,5307,5440,5568,5373,5915
